name,meaning,gender
Kisait,Victory,Girl
Daruesh,Hope,Boy
Demiesh,Love,Boy
Basan,Hope,Boy
Kiraansh,Kindness,Girl
Shadiita,Grace,Girl
Shalaan,Kindness,Boy
Triyaika,Victory,Boy
Chasaita,Love,Boy
Triruita,Joy,Boy
Sharaika,Joy,Boy
Maniita,Wisdom,Girl
Hatait,Brilliance,Boy
Aaraav,Hope,Girl
Ashniika,Harmony,Girl
Anshiika,Love,Girl
Ashriita,Prosperity,Boy
Taruan,Wisdom,Girl
Riyaita,Strength,Boy
Yamiraj,Joy,Boy
Varaan,Love,Boy
Pravaav,Joy,Boy
Kiruav,Grace,Girl
Chariav,Joy,Girl
Nadiika,Divine,Boy
Mamaav,Hope,Girl
Praviay,Wisdom,Boy
Papaansh,Grace,Boy
Kiyaita,Kindness,Girl
Bhtaika,Strength,Boy
Armiav,Energy,Boy
Laruya,Peace,Boy
Viriya,Victory,Boy
Omruan,Brilliance,Girl
Jayaa,Love,Girl
Ranaa,Energy,Boy
Ayruali,Divine,Girl
Kisaansh,Strength,Girl
Ishyaika,Light,Boy
Suraansh,Strength,Boy
Trinaika,Brilliance,Girl
Chalaika,Victory,Boy
Rivadeep,Hope,Boy
Tarait,Joy,Girl
Ashnaita,Hope,Girl
Yatan,Victory,Boy
Baviita,Joy,Girl
Avviika,Victory,Girl
Kasaan,Grace,Boy
Aataraj,Strength,Boy
Bariika,Hope,Girl
Avraika,Prosperity,Boy
Nashiesh,Hope,Boy
Dikaika,Brilliance,Boy
Prataika,Love,Boy
Ankaans,Peace,Girl
Vitaans,Brilliance,Girl
Chaniay,Hope,Girl
Vipaansh,Prosperity,Boy
Dipaans,Peace,Boy
Shimaali,Peace,Girl
Shimaika,Brilliance,Girl
Dasaav,Wisdom,Boy
Trilaali,Brilliance,Boy
Ishnians,Kindness,Boy
Banaita,Love,Boy
Desaita,Love,Girl
Kimaika,Prosperity,Boy
Bhsaansh,Strength,Girl
Rinaika,Brilliance,Boy
Shiyan,Divine,Girl
Kisaansh,Victory,Boy
Chariraj,Victory,Girl
Kanan,Brilliance,Girl
Shilaita,Victory,Boy
Naviika,Hope,Boy
Aarmiay,Grace,Girl
Kiyaesh,Joy,Girl
Shivaay,Energy,Boy
Varuay,Love,Boy
Sanaav,Prosperity,Girl
Sunaika,Hope,Girl
Ishriav,Victory,Boy
Aryaansh,Joy,Girl
Ishsaans,Prosperity,Boy
Sukaika,Joy,Girl
Karaya,Joy,Boy
Daraan,Grace,Boy
Gavan,Wisdom,Boy
Dasan,Prosperity,Girl
Avladeep,Hope,Girl
Deviansh,Wisdom,Boy
Viniika,Divine,Girl
Taruita,Strength,Boy
Shiparaj,Love,Boy
Trimait,Harmony,Boy
Lataesh,Joy,Girl
Nanait,Kindness,Boy
Ranians,Prosperity,Girl
Pramiika,Energy,Girl
Anlaita,Love,Boy
Aarshiali,Divine,Girl
Maman,Hope,Girl
Dashiika,Energy,Boy
Narian,Harmony,Girl
Yaruika,Wisdom,Girl
Adidiansh,Wisdom,Boy
Shavaita,Divine,Boy
Dadian,Strength,Boy
Ayraya,Strength,Boy
Ashmaa,Prosperity,Girl
Aarmiita,Brilliance,Girl
Taviali,Brilliance,Girl
Gamaali,Strength,Boy
Dirudeep,Energy,Boy
Ishraika,Love,Boy
Kiyaali,Love,Boy
Trikaika,Wisdom,Girl
Paruit,Victory,Boy
Sadiraj,Kindness,Girl
Lasaraj,Brilliance,Girl
Arshiika,Harmony,Girl
Divaita,Brilliance,Boy
Saraans,Divine,Boy
Daruika,Light,Boy
Ashriita,Light,Girl
Prayaika,Strength,Girl
Chariika,Prosperity,Boy
Lapaika,Love,Girl
Demaraj,Prosperity,Boy
Malaali,Energy,Boy
Prasan,Strength,Girl
Ishmiita,Joy,Boy
Kipaika,Joy,Girl
Kiruika,Harmony,Boy
Ashvaesh,Hope,Girl
Lasaali,Wisdom,Boy
Omriay,Wisdom,Boy
Viviita,Brilliance,Boy
Ganiansh,Peace,Boy
Anvaan,Kindness,Girl
Bhsaika,Divine,Girl
Dadia,Brilliance,Boy
Paniansh,Grace,Boy
Kikaans,Wisdom,Girl
Adishiika,Love,Boy
Ardiay,Strength,Boy
Deruan,Energy,Girl
Hariika,Strength,Boy
Suvaika,Harmony,Girl
Kisaika,Love,Girl
Laniraj,Joy,Girl
Omtaita,Brilliance,Boy
Naniit,Harmony,Girl
Janiesh,Hope,Boy
Ardians,Joy,Girl
Chanaika,Kindness,Girl
Demideep,Brilliance,Girl
Aakaita,Love,Boy
Shapadeep,Brilliance,Boy
Garadeep,Joy,Boy
Yataita,Joy,Boy
Ishsaika,Energy,Girl
Shiviansh,Peace,Girl
Taniali,Harmony,Boy
Ralan,Harmony,Girl
Ishruika,Kindness,Boy
Bhlaansh,Energy,Boy
Viyaali,Hope,Boy
Yadian,Kindness,Boy
Praruay,Victory,Girl
Aarniika,Wisdom,Boy
Bhkaita,Energy,Girl
Shiniika,Prosperity,Girl
Napaay,Prosperity,Girl
Kataita,Grace,Boy
Shadiit,Strength,Boy
Hayadeep,Strength,Girl
Napaya,Hope,Girl
Pakaali,Victory,Girl
Raniika,Strength,Boy
Lariali,Victory,Girl
Shavaali,Joy,Girl
Hayaav,Victory,Boy
Naviika,Wisdom,Boy
Avnaesh,Grace,Boy
Aalaan,Kindness,Girl
Namaika,Prosperity,Girl
Ripait,Light,Girl
Ashmadeep,Grace,Boy
Shivaa,Prosperity,Boy
Bhsaansh,Victory,Girl
Kataans,Brilliance,Boy
Sakaav,Strength,Boy
Sushiika,Energy,Boy
Anlaansh,Harmony,Girl
Palaansh,Love,Girl
Aarraika,Love,Girl
Gavaali,Wisdom,Boy
Payaali,Love,Girl
Shiviika,Prosperity,Girl
Ladiika,Brilliance,Boy
Aarsait,Harmony,Boy
Vaniya,Grace,Boy
Shiviita,Divine,Boy
Disaali,Strength,Girl
Shisaav,Strength,Boy
Shaviita,Strength,Boy
Maraan,Harmony,Boy
Triviay,Wisdom,Boy
Ishlaav,Love,Girl
Jamaika,Brilliance,Girl
Aynait,Strength,Girl
Naraav,Grace,Girl
Praruesh,Light,Boy
Kinaansh,Love,Girl
Arviika,Joy,Boy
Namiav,Brilliance,Girl
Kapaay,Love,Girl
Vivaali,Love,Boy
Vaviay,Love,Boy
Shasaika,Brilliance,Boy
Ishmait,Grace,Boy
Sararaj,Brilliance,Girl
Kimaay,Strength,Girl
Bhyaika,Victory,Boy
Garait,Hope,Boy
Taruav,Prosperity,Girl
Omnin,Victory,Girl
Ridiali,Joy,Girl
Trimin,Light,Boy
Chalaika,Strength,Girl
Garia,Divine,Girl
Prashiali,Victory,Boy
Riyaay,Prosperity,Boy
Pramait,Strength,Girl
Ladiika,Harmony,Girl
Triyaay,Divine,Girl
Tavaita,Joy,Girl
Saniita,Energy,Girl
Malaika,Peace,Girl
Sunian,Wisdom,Boy
Yakaika,Strength,Girl
Yataika,Brilliance,Boy
Saniraj,Energy,Boy
Omnaesh,Energy,Boy
Jamaika,Harmony,Boy
Hashiika,Energy,Girl
Sakaav,Harmony,Boy
Tridin,Brilliance,Girl
Lania,Brilliance,Boy
Tripaita,Light,Boy
Malait,Hope,Girl
Aaviali,Love,Boy
Namaav,Divine,Girl
Bhlaika,Peace,Girl
Diviita,Light,Girl
Triruika,Peace,Boy
Vinian,Light,Girl
Shaviay,Kindness,Girl
Gasaesh,Light,Girl
Praraika,Strength,Girl
Damaansh,Wisdom,Boy
Chasadeep,Wisdom,Girl
Rirun,Prosperity,Girl
Chapaans,Prosperity,Boy
Kiriya,Peace,Girl
Bhmiita,Harmony,Girl
Paniansh,Divine,Girl
Shapaika,Victory,Girl
Aymaika,Light,Girl
Praruesh,Harmony,Boy
Masan,Strength,Girl
Davaav,Brilliance,Boy
Diyaav,Prosperity,Boy
Triniansh,Grace,Boy
Ishmia,Harmony,Boy
Hakaya,Hope,Boy
Arlaika,Light,Girl
Malaansh,Kindness,Boy
Adikaita,Harmony,Boy
Arsaesh,Wisdom,Girl
Avpaans,Kindness,Boy
Bhshiita,Brilliance,Girl
Lavaay,Love,Girl
Omnaika,Strength,Boy
Shipaya,Energy,Boy
Ompaan,Love,Girl
Suraan,Kindness,Boy
Vipaika,Divine,Girl
Suviansh,Joy,Girl
Chasaika,Peace,Boy
Valaika,Love,Boy
Danaan,Grace,Girl
Trinaika,Kindness,Boy
Ishpaan,Brilliance,Boy
Gaviit,Kindness,Girl
Anruit,Wisdom,Boy
Bataya,Strength,Girl
Riruans,Grace,Boy
Chanaika,Harmony,Boy
Shataali,Divine,Girl
Bataika,Joy,Girl
Ayviansh,Hope,Boy
Chapaa,Brilliance,Boy
Jaruika,Grace,Girl
Bhraay,Love,Boy
Shilaika,Joy,Girl
Janiita,Love,Boy
Shikaika,Wisdom,Girl
Pakaansh,Kindness,Girl
Avmaika,Peace,Girl
Aryaita,Grace,Boy
Vamiika,Victory,Boy
Ishmians,Love,Boy
Tapaya,Prosperity,Boy
Vinaika,Love,Girl
Anriika,Victory,Girl
Maruali,Kindness,Boy
Vamiit,Hope,Girl
Tapaan,Wisdom,Girl
Ramiit,Peace,Girl
Ravideep,Strength,Girl
Adiraay,Strength,Boy
Yariraj,Joy,Girl
Shanaika,Hope,Boy
Ashmiali,Grace,Girl
Chayaya,Harmony,Girl
Ashraali,Hope,Girl
Pashin,Energy,Boy
Pralaita,Grace,Boy
Prayadeep,Brilliance,Boy
Aardiav,Grace,Girl
Gariika,Peace,Boy
Avvaya,Victory,Boy
Suyaika,Peace,Girl
Samaya,Harmony,Girl
Omniya,Grace,Boy
Riyaansh,Grace,Girl
Ashlaesh,Divine,Girl
Aaviika,Peace,Girl
Arshiay,Peace,Boy
Annians,Victory,Girl
Ishnaansh,Peace,Girl
Vimiika,Strength,Boy
Bamaita,Grace,Girl
Kiriit,Harmony,Boy
Dinaansh,Joy,Boy
Ishnaesh,Love,Girl
Ramiika,Wisdom,Boy
Triyait,Wisdom,Boy
Jalaraj,Kindness,Girl
Ayriika,Light,Boy
Payaika,Wisdom,Girl
Aanideep,Hope,Girl
Ranideep,Peace,Boy
Aysaika,Brilliance,Girl
Baviali,Love,Girl
Shinaita,Peace,Girl
Trimiya,Brilliance,Girl
Layaay,Peace,Girl
Triraans,Wisdom,Boy
Adiraa,Harmony,Boy
Trimaika,Joy,Girl
Yataesh,Light,Boy
Arshiika,Love,Girl
Laruesh,Victory,Girl
Ishviali,Strength,Boy
Shinaika,Grace,Boy
Rariika,Joy,Boy
Yaviita,Hope,Boy
Rilaay,Prosperity,Girl
Arruika,Brilliance,Boy
Aakaika,Kindness,Boy
Pranaika,Grace,Boy
Yadia,Hope,Boy
Ishnaika,Victory,Boy
Yaruay,Harmony,Boy
Savaika,Divine,Girl
Kavian,Prosperity,Girl
Riraesh,Harmony,Boy
Bhruan,Hope,Girl
Kimaika,Grace,Girl
Riniraj,Energy,Girl
Annaav,Prosperity,Boy
Rapaika,Kindness,Boy
Dayaika,Joy,Girl
Demiika,Wisdom,Girl
Rarian,Prosperity,Boy
Avnaesh,Light,Girl
Hasaay,Victory,Girl
Nariita,Love,Boy
Shiviay,Joy,Girl
Dayaan,Brilliance,Girl
Shikaya,Brilliance,Girl
Gayaansh,Hope,Girl
Riviika,Strength,Girl
Sumiav,Love,Boy
Supait,Joy,Boy
Aalaa,Hope,Boy
Galaans,Light,Boy
Avviika,Energy,Boy
Artaita,Wisdom,Girl
Aaraa,Peace,Boy
Kariit,Grace,Boy
Pasaans,Victory,Girl
Jatait,Joy,Boy
Sutaraj,Love,Boy
Adiriav,Divine,Girl
Ramaika,Energy,Boy
Omdiika,Peace,Girl
Ankan,Grace,Girl
Baraika,Energy,Girl
Adirua,Energy,Boy
Devaay,Light,Girl
Deran,Peace,Boy
Prapaita,Energy,Boy
Omkaesh,Grace,Boy
Suvaika,Brilliance,Girl
Ishyaansh,Love,Girl
Kidiita,Brilliance,Girl
Aarnait,Kindness,Boy
Chavaans,Grace,Girl
Ashmaraj,Brilliance,Girl
Viniansh,Love,Boy
Hashiika,Energy,Boy
Dikaesh,Grace,Boy
Bhshiika,Love,Boy
Kiruita,Joy,Girl
Avdiika,Prosperity,Girl
Aapaika,Strength,Boy
Deniya,Brilliance,Girl
Lakaika,Prosperity,Boy
Riviali,Kindness,Boy
Aarladeep,Strength,Boy
Sukaan,Energy,Girl
Aarvin,Joy,Girl
Shariansh,Hope,Boy
Karaita,Peace,Girl
Sumaan,Joy,Girl
Dimaita,Brilliance,Boy
Kavaika,Brilliance,Girl
Varuita,Brilliance,Girl
Janait,Energy,Boy
Adipaans,Harmony,Girl
Omsaika,Love,Girl
Omkaika,Wisdom,Boy
Trivaesh,Victory,Girl
Arvaans,Love,Girl
Yayaika,Energy,Girl
Demaans,Brilliance,Girl
Depadeep,Joy,Boy
Sukan,Divine,Girl
Saruesh,Kindness,Girl
Nayaan,Peace,Girl
Omvaans,Energy,Boy
Vishiita,Prosperity,Boy
Pasaans,Joy,Boy
Anniav,Joy,Girl
Anmaans,Strength,Girl
Ashdiit,Kindness,Girl
Kinians,Love,Girl
Lamin,Wisdom,Boy
Tapaika,Prosperity,Boy
Bhshian,Kindness,Boy
Shapaans,Light,Girl
Mapaa,Harmony,Boy
Charuit,Grace,Girl
Ashshiay,Wisdom,Boy
Shakaali,Prosperity,Girl
Jamaans,Joy,Girl
Raraansh,Strength,Boy
Triviita,Brilliance,Girl
Rinaan,Wisdom,Boy
Makaay,Peace,Girl
Bamaika,Hope,Girl
Bataita,Light,Girl
Anniansh,Kindness,Girl
Laruika,Victory,Boy
Praviika,Peace,Girl
Avsaay,Brilliance,Boy
Bhviit,Brilliance,Girl
Shakaika,Energy,Girl
Aditaay,Grace,Girl
Anraesh,Divine,Boy
Avyaika,Peace,Girl
Prashiav,Kindness,Boy
Avmaika,Love,Girl
Shakaita,Wisdom,Boy
Chataans,Prosperity,Girl
Risaita,Wisdom,Boy
Ladiya,Grace,Girl
Savaav,Harmony,Girl
Payait,Brilliance,Boy
Ripaesh,Hope,Boy
Daruita,Light,Boy
Hamaesh,Divine,Boy
Havia,Prosperity,Boy
Ranaika,Brilliance,Boy
Gavaans,Hope,Girl
Prayan,Divine,Girl
Bataika,Kindness,Boy
Pramiika,Wisdom,Boy
Aykaika,Love,Boy
Tapadeep,Grace,Boy
Samaansh,Kindness,Girl
Pakaika,Kindness,Girl
Disaans,Prosperity,Boy
Bhdiansh,Hope,Boy
Maraali,Kindness,Girl
Aysaika,Prosperity,Girl
Ralaita,Prosperity,Boy
Aarvaa,Grace,Girl
Japaika,Wisdom,Girl
Gashin,Victory,Girl
Aarruav,Light,Girl
Risaita,Strength,Girl
Chanaika,Brilliance,Girl
Shisaa,Energy,Girl
Shanaali,Prosperity,Girl
Bashiika,Harmony,Boy
Bania,Peace,Girl
Shishideep,Love,Girl
Tririika,Hope,Girl
Kasadeep,Energy,Boy
Aataan,Prosperity,Girl
Ishkaika,Kindness,Girl
Daniita,Hope,Girl
Risaan,Harmony,Boy
Yanaraj,Wisdom,Boy
Gataika,Peace,Boy
Baviita,Harmony,Girl
Pranaika,Love,Girl
Aarkaita,Brilliance,Boy
Riyaay,Brilliance,Boy
Bhvians,Victory,Boy
Jayaans,Victory,Girl
Rishia,Harmony,Girl
Rarians,Harmony,Girl
Kiriika,Joy,Boy
Adimiika,Grace,Girl
Tritaa,Prosperity,Boy
Denaita,Kindness,Boy
Triruan,Victory,Girl
Naniit,Joy,Girl
Lashiika,Brilliance,Girl
Varideep,Divine,Girl
Bhnaali,Peace,Girl
Trisadeep,Brilliance,Girl
Dakait,Light,Boy
Diruika,Divine,Girl
Gamiika,Strength,Girl
Hakaika,Brilliance,Girl
Adiraika,Hope,Girl
Tasaesh,Harmony,Girl
Omruansh,Love,Boy
Vipait,Love,Girl
Daruika,Peace,Boy
Sulaika,Hope,Girl
Jamaesh,Joy,Girl
Trilaita,Energy,Boy
Nanait,Energy,Girl
Suriita,Joy,Boy
Bapan,Light,Boy
Sapaita,Brilliance,Boy
Yaniraj,Grace,Girl
Aarniita,Harmony,Boy
Ashraika,Prosperity,Boy
Avpaika,Wisdom,Boy
Arruika,Love,Boy
Tripaans,Strength,Girl
Rimaans,Divine,Girl
Trilaika,Kindness,Boy
Dataraj,Divine,Boy
Kiriita,Love,Boy
Deniansh,Peace,Girl
Armiit,Love,Boy
Shinaali,Divine,Girl
Dalaika,Love,Girl
Yadiay,Peace,Boy
Surians,Joy,Boy
Aarrian,Energy,Boy
Jalaika,Hope,Girl
Nashideep,Victory,Girl
Yaraa,Prosperity,Girl
Avlaika,Wisdom,Boy
Lavaali,Divine,Girl
Sumaali,Divine,Girl
Nayaika,Prosperity,Girl
Aydiali,Light,Girl
Aashiika,Prosperity,Boy
Vishian,Wisdom,Boy
Rikaraj,Hope,Girl
Palaan,Joy,Girl
Dariesh,Joy,Girl
Aarsaali,Wisdom,Boy
Nayaan,Prosperity,Boy
Ishkaika,Strength,Boy
Ansan,Love,Girl
Anniali,Kindness,Boy
Pasaika,Light,Boy
Kivians,Wisdom,Girl
Anshiika,Divine,Boy
Adiriay,Harmony,Girl
Aarmaraj,Harmony,Boy
Arriansh,Harmony,Boy
Basaay,Divine,Girl
Omviraj,Joy,Girl
Tripaika,Kindness,Boy
Ishviraj,Strength,Girl
Kikaika,Peace,Boy
Shashideep,Grace,Boy
Bariav,Hope,Girl
Kiniita,Strength,Girl
Viviay,Brilliance,Boy
Padiali,Peace,Boy
Haraika,Kindness,Boy
Baruika,Hope,Girl
Sharaav,Hope,Boy
Narin,Kindness,Boy
Omkaita,Kindness,Boy
Trivian,Wisdom,Boy
Nadia,Hope,Boy
Trisan,Grace,Girl
Bataya,Strength,Girl
Naviansh,Joy,Girl
Shinaika,Victory,Boy
Yaran,Grace,Girl
Omnaan,Harmony,Girl
Pramait,Harmony,Boy
Kiriesh,Energy,Boy
Omvaika,Prosperity,Boy
Shinaay,Strength,Boy
Rikaika,Wisdom,Girl
Vadiika,Strength,Boy
Avruika,Light,Boy
Radian,Kindness,Girl
Adiviika,Love,Boy
Sharadeep,Hope,Girl
Ayriika,Prosperity,Boy
Rimadeep,Grace,Girl
Chayaraj,Light,Girl
Aapaay,Energy,Girl
Ommiika,Energy,Girl
Divaya,Brilliance,Girl
Sutaita,Grace,Girl
Bhyaika,Grace,Boy
Prayaraj,Wisdom,Girl
Suruita,Brilliance,Girl
Shirians,Wisdom,Boy
Ishviika,Victory,Boy
Ishvaesh,Divine,Boy
Kivaa,Love,Boy
Sayaraj,Light,Girl
Marians,Love,Boy
Omlaya,Prosperity,Girl
Ladiali,Victory,Girl
Ayyait,Energy,Girl
Sumiika,Joy,Girl
Adishian,Strength,Girl
Aarmaa,Hope,Boy
Rashiraj,Peace,Girl
Shakaita,Energy,Girl
Ditaa,Energy,Girl
Aynan,Light,Girl
Samaali,Energy,Boy
Aryan,Kindness,Boy
Hataraj,Harmony,Boy
Ashdiit,Victory,Boy
Sukan,Light,Girl
Gayaita,Love,Girl
Navian,Energy,Boy
Ramiika,Light,Girl
Suniit,Brilliance,Boy
Hamaesh,Kindness,Boy
Navaika,Strength,Boy
Sakaav,Love,Girl
Papaav,Prosperity,Boy
Kashin,Divine,Boy
Ritan,Love,Girl
Paraav,Prosperity,Girl
Rikaika,Light,Boy
Danaika,Divine,Girl
Yamians,Strength,Boy
Risadeep,Victory,Girl
Desaika,Strength,Boy
Diyan,Prosperity,Boy
Viniika,Light,Boy
Raruita,Divine,Boy
Divait,Energy,Boy
Omniya,Strength,Girl
Ashsaav,Victory,Boy
Pasaansh,Hope,Girl
Ashriesh,Energy,Boy
Yalaraj,Divine,Boy
Maniya,Light,Girl
Ankaan,Joy,Boy
Ompaa,Kindness,Boy
Malaansh,Hope,Boy
Radiita,Kindness,Boy
Dipaika,Joy,Girl
Ashdiali,Divine,Boy
Prataya,Harmony,Girl
Tadiesh,Light,Girl
Naniika,Light,Boy
Dinaali,Harmony,Boy
Tanaa,Harmony,Boy
Adishideep,Energy,Boy
Varia,Kindness,Boy
Varuit,Hope,Girl
Chakait,Energy,Girl
Adiriraj,Brilliance,Boy
Ishmaali,Divine,Girl
Tanian,Peace,Boy
Adikaraj,Hope,Boy
Sapaita,Wisdom,Girl
Jariika,Strength,Girl
Vamian,Wisdom,Boy
Javaya,Strength,Girl
Shapaansh,Brilliance,Girl
Tririesh,Kindness,Girl
Suraika,Divine,Boy
Anyaita,Kindness,Girl
Aaryaali,Love,Girl
Kamiit,Victory,Girl
Malaika,Light,Boy
Saman,Love,Girl
Ishdin,Harmony,Boy
Gashiya,Grace,Girl
Kanaav,Joy,Boy
Diniika,Light,Boy
Riruita,Hope,Boy
Ayraika,Grace,Boy
Anshiay,Light,Girl
Prataav,Grace,Girl
Armaa,Divine,Girl
Arnaav,Kindness,Boy
Rashideep,Joy,Girl
Nakaay,Prosperity,Girl
Sasadeep,Love,Boy
Ayyaans,Energy,Girl
Aarniita,Grace,Boy
Tapaya,Harmony,Boy
Maniika,Kindness,Girl
Mavaika,Strength,Boy
Suvaesh,Hope,Girl
Manians,Strength,Boy
Charia,Love,Boy
Naviika,Grace,Boy
Pramaya,Prosperity,Boy
Vadiika,Brilliance,Boy
Ishtaika,Joy,Girl
Japaa,Divine,Boy
Ayruika,Grace,Girl
Dediika,Wisdom,Girl
Aarshiav,Strength,Girl
Arruans,Love,Girl
Sulaika,Brilliance,Boy
Yashiika,Victory,Girl
Ashmaansh,Prosperity,Boy
Yalaika,Divine,Boy
Kasaya,Victory,Boy
Praviita,Strength,Girl
Danaan,Victory,Boy
Rimaika,Energy,Girl
Jashia,Prosperity,Girl
Basaesh,Prosperity,Boy
Aarshideep,Divine,Boy
Garuika,Kindness,Boy
Kiviit,Love,Boy
Mamaansh,Divine,Boy
Rariika,Prosperity,Girl
Shayadeep,Joy,Boy
Shiyaita,Prosperity,Boy
Dimiraj,Strength,Boy
Padiesh,Peace,Boy
Vimideep,Harmony,Girl
Nadiansh,Strength,Girl
Disaav,Strength,Boy
Aditaay,Victory,Boy
Viruita,Light,Girl
Arnia,Grace,Boy
Aymiika,Light,Girl
Chamiya,Victory,Boy
Kalaika,Energy,Boy
Parians,Love,Boy
Vapaya,Kindness,Boy
Ishriesh,Strength,Boy
Ritaay,Love,Girl
Aarraika,Brilliance,Boy
Ishsaansh,Joy,Boy
Balaay,Hope,Girl
Aaryaika,Energy,Girl
Omsaika,Grace,Boy
Gayaita,Peace,Boy
Avmiraj,Wisdom,Boy
Nasaesh,Peace,Boy
Raniya,Peace,Boy
Nadiansh,Hope,Boy
Kilaraj,Wisdom,Girl
Sashin,Joy,Girl
Charait,Light,Boy
Tririika,Wisdom,Boy
Navan,Victory,Girl
Hayaay,Love,Girl
Shidideep,Joy,Boy
Lataika,Wisdom,Girl
Yanideep,Wisdom,Girl
Basaay,Energy,Girl
Tamiika,Love,Girl
Lanaav,Love,Boy
Shataika,Grace,Boy
Raruita,Peace,Boy
Anlaika,Grace,Boy
Sakaav,Love,Girl
Omdia,Brilliance,Boy
Shivaali,Light,Girl
Aakaans,Wisdom,Girl
Panaan,Joy,Girl
Deraav,Divine,Boy
Avkan,Victory,Boy
Aarmiesh,Brilliance,Girl
Omniraj,Harmony,Boy
Shivaan,Light,Girl
Aryaika,Harmony,Boy
Lamiika,Harmony,Boy
Jarun,Hope,Boy
Aypaita,Kindness,Boy
Artadeep,Grace,Girl
Lamin,Brilliance,Boy
Sariita,Strength,Boy
Ashmiya,Peace,Girl
Vaniika,Prosperity,Boy
Kitaraj,Wisdom,Boy
Vakan,Brilliance,Boy
Trivaa,Prosperity,Boy
Jasaav,Wisdom,Boy
Pamians,Hope,Boy
Chaman,Brilliance,Boy
Bhmiesh,Peace,Girl
Aadians,Peace,Girl
Aarsaika,Grace,Girl
Aysaay,Hope,Boy
Arsaan,Energy,Boy
Ashrideep,Hope,Boy
Tamaika,Divine,Girl
Ashruika,Joy,Boy
Bhruay,Prosperity,Boy
Visait,Strength,Boy
Omnaita,Joy,Boy
Ompaali,Harmony,Girl
Avlaika,Divine,Girl
Aarlaali,Joy,Boy
Bayaesh,Prosperity,Girl
Savideep,Hope,Boy
Devaita,Joy,Boy
Riraansh,Prosperity,Boy
Javiya,Joy,Boy
Daviay,Love,Girl
Aryaav,Victory,Girl
Aarkaay,Harmony,Girl
Jayaita,Peace,Girl
Dakaita,Love,Boy
Malaansh,Divine,Girl
Gayaraj,Wisdom,Boy
Saruesh,Energy,Boy
Kanait,Grace,Boy
Yalaraj,Energy,Boy
Riria,Joy,Girl
Prayait,Energy,Boy
Avkadeep,Joy,Boy
Shayaansh,Harmony,Girl
Praviansh,Kindness,Boy
Ishsaita,Harmony,Girl
Trisait,Harmony,Girl
Aarnaika,Joy,Girl
Adimaesh,Energy,Boy
Aaryaita,Grace,Boy
Tritait,Victory,Boy
Aadideep,Divine,Boy
Ayyadeep,Kindness,Girl
Avpaali,Divine,Girl
Tririika,Light,Boy
Bhmaika,Strength,Girl
Pasaika,Kindness,Girl
Shishiita,Wisdom,Boy
Adinaan,Peace,Boy
Layaika,Victory,Boy
Maraika,Joy,Boy
Dadiita,Light,Boy
Vavian,Grace,Boy
Narideep,Energy,Girl
Devaansh,Hope,Girl
Aymiika,Harmony,Girl
Kataita,Joy,Girl
Ashvian,Brilliance,Girl
Shivaika,Divine,Boy
Mataya,Divine,Boy
Omvaika,Hope,Girl
Pavaita,Brilliance,Boy
Sharua,Joy,Boy
Adikaika,Hope,Girl
Shilaika,Peace,Girl
Palaa,Love,Girl
Delaans,Wisdom,Boy
Ardiika,Light,Girl
Ashshiika,Wisdom,Girl
Shashiita,Peace,Girl
Ditan,Light,Boy
Arviika,Wisdom,Boy
Kasaav,Grace,Girl
Rayaita,Light,Boy
Kidia,Strength,Girl
Adiyaesh,Kindness,Girl
Bhladeep,Divine,Boy
Kadiali,Kindness,Boy
Dikan,Light,Boy
Kimaay,Kindness,Girl
Jaladeep,Love,Boy
Tadiika,Prosperity,Boy
Anmiika,Wisdom,Boy
Trisait,Love,Boy
Yamait,Joy,Girl
Triparaj,Harmony,Girl
Deyaika,Divine,Girl
Ririav,Light,Boy
Hanians,Wisdom,Girl
Pramaita,Energy,Girl
Arnaansh,Light,Boy
Shapadeep,Energy,Girl
Vanian,Love,Girl
Derait,Kindness,Girl
Kaviya,Wisdom,Girl
Harua,Brilliance,Girl
Pravia,Kindness,Girl
Pravaesh,Hope,Boy
Kiparaj,Brilliance,Boy
Dadia,Harmony,Boy
Kisadeep,Grace,Girl
Arlaali,Energy,Boy
Ishpaans,Victory,Boy
Maniika,Hope,Boy
Kitait,Prosperity,Girl
Baviika,Joy,Girl
Mavians,Peace,Boy
Tashiit,Grace,Girl
Ishpaika,Prosperity,Boy
Nashians,Strength,Boy
Dediay,Love,Boy
Yashideep,Wisdom,Girl
Raviika,Harmony,Girl
Aarmaa,Prosperity,Girl
Ishyaay,Love,Girl
Trimiika,Wisdom,Girl
Nalaita,Harmony,Girl
Rariita,Prosperity,Girl
Nayaansh,Love,Boy
Chadiay,Hope,Boy
Dishiesh,Strength,Girl
Radiit,Harmony,Boy
Balaika,Energy,Boy
Prasaika,Joy,Girl
Yavaan,Harmony,Boy
Aarviika,Wisdom,Girl
Kiniansh,Prosperity,Boy
Shadiali,Victory,Boy
Diniya,Victory,Boy
Rinaika,Brilliance,Girl
Avlaika,Love,Girl
Navaansh,Light,Girl
Sudiraj,Peace,Girl
Gadiita,Energy,Girl
Chamiraj,Prosperity,Girl
Gashideep,Peace,Girl
Ashmaika,Light,Boy
Pranin,Love,Girl
Aaryaika,Kindness,Boy
Aayait,Strength,Boy
Anvaa,Kindness,Boy
Kidia,Wisdom,Girl
Kiniika,Wisdom,Boy
